słowo, udział procentowy w wikipedii duńskiej, stała prawa zipfa
kosovo, 0.00001%, 0.08617
videoer, 0.00001%, 0.08618
each, 0.00001%, 0.08619
lyga, 0.00001%, 0.08620
øre, 0.00001%, 0.08612
hearts, 0.00001%, 0.08613
kvarteret, 0.00001%, 0.08614
kurser, 0.00001%, 0.08615
andrews, 0.00001%, 0.08616
somalia, 0.00001%, 0.08617
kansler, 0.00001%, 0.08618
fisher, 0.00001%, 0.08619
kjøbenhavns, 0.00001%, 0.08620
tænkte, 0.00001%, 0.08621
smart, 0.00001%, 0.08614
translation, 0.00001%, 0.08615
lollandfalster, 0.00001%, 0.08616
operationen, 0.00001%, 0.08617
jupiter, 0.00001%, 0.08618
bulldogs, 0.00001%, 0.08619
paradis, 0.00001%, 0.08620
josh, 0.00001%, 0.08621
ramloser, 0.00001%, 0.08622
benævnes, 0.00001%, 0.08614
analysis, 0.00001%, 0.08615
view, 0.00001%, 0.08616
rede, 0.00001%, 0.08617
berkeley, 0.00001%, 0.08618
flot, 0.00001%, 0.08619
passere, 0.00001%, 0.08620
højdepunkt, 0.00001%, 0.08621
retssagen, 0.00001%, 0.08622
cykel, 0.00001%, 0.08623
finaler, 0.00001%, 0.08624
nokategorifødsler, 0.00001%, 0.08625
undersøger, 0.00001%, 0.08618
betegnelser, 0.00001%, 0.08619
hemmelig, 0.00001%, 0.08620
kold, 0.00001%, 0.08621
verdensarvsliste, 0.00001%, 0.08622
dreyer, 0.00001%, 0.08623
relaterede, 0.00001%, 0.08624
melchior, 0.00001%, 0.08625
mønstre, 0.00001%, 0.08626
breddekreds, 0.00001%, 0.08627
kaster, 0.00001%, 0.08628
mini, 0.00001%, 0.08629
mason, 0.00001%, 0.08630
judas, 0.00001%, 0.08631
kunstakademi, 0.00001%, 0.08623
fattigdom, 0.00001%, 0.08624
mann, 0.00001%, 0.08625
renæssancen, 0.00001%, 0.08618
konsulent, 0.00001%, 0.08619
skarpt, 0.00001%, 0.08620
both, 0.00001%, 0.08621
gennemsnitlig, 0.00001%, 0.08622
ansøgning, 0.00001%, 0.08623
hoffmann, 0.00001%, 0.08615
kravet, 0.00001%, 0.08616
halle, 0.00001%, 0.08617
noah, 0.00001%, 0.08618
nottingham, 0.00001%, 0.08619
honor, 0.00001%, 0.08620
skandinavisk, 0.00001%, 0.08612
samtgemeinde, 0.00001%, 0.08613
sproglige, 0.00001%, 0.08606
landområder, 0.00001%, 0.08607
forfatningen, 0.00001%, 0.08608
foreslå, 0.00001%, 0.08609
vidne, 0.00001%, 0.08610
knuth, 0.00001%, 0.08611
andreasen, 0.00001%, 0.08612
rico, 0.00001%, 0.08613
kampens, 0.00001%, 0.08614
kategoricomputerspil, 0.00001%, 0.08615
elektronik, 0.00001%, 0.08607
lufthavne, 0.00001%, 0.08608
husene, 0.00001%, 0.08609
kvartfinale, 0.00001%, 0.08610
kongehuset, 0.00001%, 0.08602
crash, 0.00001%, 0.08603
førsteholdet, 0.00001%, 0.08604
sædvanlige, 0.00001%, 0.08597
bachelor, 0.00001%, 0.08598
tabellen, 0.00001%, 0.08599
deutschen, 0.00001%, 0.08600
dmitrij, 0.00001%, 0.08601
sally, 0.00001%, 0.08602
medina, 0.00001%, 0.08603
høvding, 0.00001%, 0.08604
teams, 0.00001%, 0.08605
forøget, 0.00001%, 0.08597
beskeden, 0.00001%, 0.08598
forbrug, 0.00001%, 0.08599
idræt, 0.00001%, 0.08600
foretrak, 0.00001%, 0.08601
novelle, 0.00001%, 0.08602
loves, 0.00001%, 0.08603
lært, 0.00001%, 0.08595
beton, 0.00001%, 0.08596
kungliga, 0.00001%, 0.08597
portland, 0.00001%, 0.08598
muren, 0.00001%, 0.08599
rumme, 0.00001%, 0.08592
opret, 0.00001%, 0.08593
udøver, 0.00001%, 0.08594
logik, 0.00001%, 0.08595
commission, 0.00001%, 0.08596
faaborg, 0.00001%, 0.08597
indstilling, 0.00001%, 0.08598
organiske, 0.00001%, 0.08599
mallorca, 0.00001%, 0.08600
marion, 0.00001%, 0.08601
vart, 0.00001%, 0.08602
feature, 0.00001%, 0.08603
redskaber, 0.00001%, 0.08595
kuwait, 0.00001%, 0.08596
oversatte, 0.00001%, 0.08597
ment, 0.00001%, 0.08598
valuta, 0.00001%, 0.08599
vha, 0.00001%, 0.08600
release, 0.00001%, 0.08601
producenter, 0.00001%, 0.08602
bis, 0.00001%, 0.08603
utrecht, 0.00001%, 0.08604
observeret, 0.00001%, 0.08596
sandsynlighed, 0.00001%, 0.08597
afsluttende, 0.00001%, 0.08598
kejserinde, 0.00001%, 0.08599
ejeren, 0.00001%, 0.08600
horse, 0.00001%, 0.08601
pointkonkurrencen, 0.00001%, 0.08602
literdiesel, 0.00001%, 0.08603
wikibase, 0.00001%, 0.08604
karakteren, 0.00001%, 0.08596
keep, 0.00001%, 0.08597
sammenlignes, 0.00001%, 0.08598
citeret, 0.00001%, 0.08599
genforeningen, 0.00001%, 0.08600
årbog, 0.00001%, 0.08601
keramik, 0.00001%, 0.08602
udarbejdede, 0.00001%, 0.08603
edge, 0.00001%, 0.08604
efterretningstjeneste, 0.00001%, 0.08605
tempo, 0.00001%, 0.08606
intern, 0.00001%, 0.08599
inddeles, 0.00001%, 0.08600
efterår, 0.00001%, 0.08601
forekomme, 0.00001%, 0.08602
klassifikation, 0.00001%, 0.08603
vh, 0.00001%, 0.08604
bertelsen, 0.00001%, 0.08605
ifk, 0.00001%, 0.08606
ukrediteret, 0.00001%, 0.08607
leslie, 0.00001%, 0.08608
dkk, 0.00001%, 0.08600
fyldte, 0.00001%, 0.08601
car, 0.00001%, 0.08602
vestkyst, 0.00001%, 0.08603
scientific, 0.00001%, 0.08604
beograd, 0.00001%, 0.08605
dygtighed, 0.00001%, 0.08606
søsat, 0.00001%, 0.08607
fødeby, 0.00001%, 0.08599
hænderne, 0.00001%, 0.08600
skydning, 0.00001%, 0.08601
faldende, 0.00001%, 0.08593
størrelser, 0.00001%, 0.08594
konkurrerer, 0.00001%, 0.08595
prinsen, 0.00001%, 0.08596
foretrukne, 0.00001%, 0.08597
landing, 0.00001%, 0.08598
broderen, 0.00001%, 0.08599
tor, 0.00001%, 0.08600
eksistere, 0.00001%, 0.08592
ost, 0.00001%, 0.08593
jordskælvet, 0.00001%, 0.08594
mills, 0.00001%, 0.08595
medaljen, 0.00001%, 0.08596
jammerbugt, 0.00001%, 0.08597
sardinien, 0.00001%, 0.08598
fremsat, 0.00001%, 0.08591
doktor, 0.00001%, 0.08592
grey, 0.00001%, 0.08593
meir, 0.00001%, 0.08594
wrestlemania, 0.00001%, 0.08595
hartkorn, 0.00001%, 0.08596
richmond, 0.00001%, 0.08596
komediefilm, 0.00001%, 0.08597
pædagogiske, 0.00001%, 0.08590
foregå, 0.00001%, 0.08591
slagmarken, 0.00001%, 0.08592
lv, 0.00001%, 0.08593
accessed, 0.00001%, 0.08594
jeremy, 0.00001%, 0.08595
brooklyn, 0.00001%, 0.08596
landede, 0.00001%, 0.08588
forældet, 0.00001%, 0.08589
granada, 0.00001%, 0.08590
medical, 0.00001%, 0.08591
brydning, 0.00001%, 0.08592
lokaliteter, 0.00001%, 0.08593
delen, 0.00001%, 0.08594
blokere, 0.00001%, 0.08586
standarder, 0.00001%, 0.08587
partikler, 0.00001%, 0.08588
fyrster, 0.00001%, 0.08589
merete, 0.00001%, 0.08590
bronzemedaljerne, 0.00001%, 0.08591
problemerne, 0.00001%, 0.08583
biskopper, 0.00001%, 0.08584
kaos, 0.00001%, 0.08585
powell, 0.00001%, 0.08586
overlod, 0.00001%, 0.08587
cour, 0.00001%, 0.08588
crazy, 0.00001%, 0.08589
nominering, 0.00001%, 0.08590
sagn, 0.00001%, 0.08582
krediteret, 0.00001%, 0.08583
roms, 0.00001%, 0.08584
mother, 0.00001%, 0.08585
cannes, 0.00001%, 0.08586
trail, 0.00001%, 0.08587
norddjurs, 0.00001%, 0.08588
yes, 0.00001%, 0.08580
filosoffer, 0.00001%, 0.08581
parterne, 0.00001%, 0.08582
movement, 0.00001%, 0.08583
hardy, 0.00001%, 0.08584
udgået, 0.00001%, 0.08585
busfronten, 0.00001%, 0.08586
vurderes, 0.00001%, 0.08578
bøde, 0.00001%, 0.08579
telefon, 0.00001%, 0.08580
joint, 0.00001%, 0.08581
miljøet, 0.00001%, 0.08582
superliga, 0.00001%, 0.08583
dynasti, 0.00001%, 0.08584
rome, 0.00001%, 0.08585
sundby, 0.00001%, 0.08586
massive, 0.00001%, 0.08587
ne, 0.00001%, 0.08588
bente, 0.00001%, 0.08589
supporting, 0.00001%, 0.08590
vedrører, 0.00001%, 0.08582
værre, 0.00001%, 0.08583
togene, 0.00001%, 0.08584
væske, 0.00001%, 0.08585
debutalbummet, 0.00001%, 0.08586
archives, 0.00001%, 0.08587
xin, 0.00001%, 0.08588
konkluderede, 0.00001%, 0.08580
astronomi, 0.00001%, 0.08581
gravid, 0.00001%, 0.08582
dns, 0.00001%, 0.08583
production, 0.00001%, 0.08575
pædagogisk, 0.00001%, 0.08576
djursland, 0.00001%, 0.08577
sild, 0.00001%, 0.08578
affære, 0.00001%, 0.08579
nansen, 0.00001%, 0.08580
birthe, 0.00001%, 0.08581
connecticut, 0.00001%, 0.08582
cylinder, 0.00001%, 0.08583
simpelt, 0.00001%, 0.08575
gregory, 0.00001%, 0.08576
shakespeare, 0.00001%, 0.08577
konstruktionen, 0.00001%, 0.08578
clarke, 0.00001%, 0.08579
affald, 0.00001%, 0.08571
paolo, 0.00001%, 0.08572
infoboksen, 0.00001%, 0.08573
organisationens, 0.00001%, 0.08574
handels, 0.00001%, 0.08575
troen, 0.00001%, 0.08576
indkaldt, 0.00001%, 0.08577
lissabon, 0.00001%, 0.08578
anita, 0.00001%, 0.08579
bryggeriet, 0.00001%, 0.08580
mariager, 0.00001%, 0.08581
indtaget, 0.00001%, 0.08573
gudrun, 0.00001%, 0.08574
making, 0.00001%, 0.08575
uddybende, 0.00001%, 0.08576
census, 0.00001%, 0.08577
isle, 0.00001%, 0.08578
semifinalister, 0.00001%, 0.08579
gregor, 0.00001%, 0.08571
gradvis, 0.00001%, 0.08572
ef, 0.00001%, 0.08573
kvaliteten, 0.00001%, 0.08574
yngler, 0.00001%, 0.08575
tænkning, 0.00001%, 0.08576
alf, 0.00001%, 0.08577
filmatisering, 0.00001%, 0.08578
alessandro, 0.00001%, 0.08579
lily, 0.00001%, 0.08580
bayer, 0.00001%, 0.08581
adels, 0.00001%, 0.08582
skabes, 0.00001%, 0.08574
adelen, 0.00001%, 0.08575
yale, 0.00001%, 0.08576
angela, 0.00001%, 0.08577
udtrykker, 0.00001%, 0.08578
patricia, 0.00001%, 0.08579
ekspansion, 0.00001%, 0.08580
modtagere, 0.00001%, 0.08581
medicine, 0.00001%, 0.08582
cmår, 0.00001%, 0.08583
hotspur, 0.00001%, 0.08584
sætninger, 0.00001%, 0.08576
fields, 0.00001%, 0.08577
guderne, 0.00001%, 0.08578
knob, 0.00001%, 0.08579
arrangerede, 0.00001%, 0.08580
følges, 0.00001%, 0.08581
moser, 0.00001%, 0.08582
rocky, 0.00001%, 0.08583
ridge, 0.00001%, 0.08583
tung, 0.00001%, 0.08576
ansvarlige, 0.00001%, 0.08577
uddrag, 0.00001%, 0.08578
bing, 0.00001%, 0.08578
førstnævnte, 0.00001%, 0.08579
bombe, 0.00001%, 0.08580
move, 0.00001%, 0.08581
hitlisten, 0.00001%, 0.08582
udløbet, 0.00001%, 0.08574
tropiske, 0.00001%, 0.08575
udlændinge, 0.00001%, 0.08576
koncernen, 0.00001%, 0.08577
forberede, 0.00001%, 0.08578
sandra, 0.00001%, 0.08579
kv, 0.00001%, 0.08580
storebror, 0.00001%, 0.08581
antikkens, 0.00001%, 0.08573
balkan, 0.00001%, 0.08574
placeringer, 0.00001%, 0.08575
rode, 0.00001%, 0.08576
pol, 0.00001%, 0.08577
fe, 0.00001%, 0.08578
snow, 0.00001%, 0.08579
mill, 0.00001%, 0.08580
billie, 0.00001%, 0.08581
erobringen, 0.00001%, 0.08573
cykelløb, 0.00001%, 0.08574
rosenberg, 0.00001%, 0.08575
australiens, 0.00001%, 0.08576
stafet, 0.00001%, 0.08577
købstæder, 0.00001%, 0.08569
madame, 0.00001%, 0.08570
rebecca, 0.00001%, 0.08571
fs, 0.00001%, 0.08572
reklamer, 0.00001%, 0.08564
neutralt, 0.00001%, 0.08565
koncentreret, 0.00001%, 0.08566
oder, 0.00001%, 0.08567
aktieselskab, 0.00001%, 0.08568
legendariske, 0.00001%, 0.08569
pos, 0.00001%, 0.08570
romsdal, 0.00001%, 0.08571
flertydigepersonnavne, 0.00001%, 0.08572
forces, 0.00001%, 0.08564
udløste, 0.00001%, 0.08565
industrien, 0.00001%, 0.08566
lignede, 0.00001%, 0.08567
tyndt, 0.00001%, 0.08568
helte, 0.00001%, 0.08568
templet, 0.00001%, 0.08569
ground, 0.00001%, 0.08570
dæk, 0.00001%, 0.08562
ritualer, 0.00001%, 0.08563
fotos, 0.00001%, 0.08564
månedens, 0.00001%, 0.08565
måner, 0.00001%, 0.08557
agency, 0.00001%, 0.08558
riddere, 0.00001%, 0.08559
samarbejdede, 0.00001%, 0.08560
guild, 0.00001%, 0.08561
passede, 0.00001%, 0.08553
spørge, 0.00001%, 0.08554
forkerte, 0.00001%, 0.08555
ishøj, 0.00001%, 0.08556
toner, 0.00001%, 0.08557
dominerede, 0.00001%, 0.08558
faser, 0.00001%, 0.08559
jackie, 0.00001%, 0.08560
rita, 0.00001%, 0.08561
ændringen, 0.00001%, 0.08553
personel, 0.00001%, 0.08554
oversiden, 0.00001%, 0.08555
mistanke, 0.00001%, 0.08556
evigt, 0.00001%, 0.08557
bagsiden, 0.00001%, 0.08558
stormen, 0.00001%, 0.08559
available, 0.00001%, 0.08560
burma, 0.00001%, 0.08552
riges, 0.00001%, 0.08553
farvande, 0.00001%, 0.08553
begrænsninger, 0.00001%, 0.08554
glass, 0.00001%, 0.08555
monumenter, 0.00001%, 0.08556
elena, 0.00001%, 0.08557
sangere, 0.00001%, 0.08558
wings, 0.00001%, 0.08559
værter, 0.00001%, 0.08560
krøyer, 0.00001%, 0.08561
udøvende, 0.00001%, 0.08553
languages, 0.00001%, 0.08554
frataget, 0.00001%, 0.08555
organer, 0.00001%, 0.08556
brande, 0.00001%, 0.08557
rigsrådet, 0.00001%, 0.08558
donetsk, 0.00001%, 0.08559
forstærkninger, 0.00001%, 0.08560
stub, 0.00001%, 0.08552
reel, 0.00001%, 0.08553
palæstinensiske, 0.00001%, 0.08554
stedfortræder, 0.00001%, 0.08555
klip, 0.00001%, 0.08547
ahmed, 0.00001%, 0.08548
gennemføres, 0.00001%, 0.08549
fokusere, 0.00001%, 0.08541
jagger, 0.00001%, 0.08541
borgmestre, 0.00001%, 0.08533
uddød, 0.00001%, 0.08534
afbildet, 0.00001%, 0.08535
lets, 0.00001%, 0.08536
floyd, 0.00001%, 0.08537
naturreservat, 0.00001%, 0.08538
jefferson, 0.00001%, 0.08530
zero, 0.00001%, 0.08531
dramatiker, 0.00001%, 0.08532
porte, 0.00001%, 0.08533
kill, 0.00001%, 0.08534
vfl, 0.00001%, 0.08535
rettes, 0.00001%, 0.08527
signaler, 0.00001%, 0.08528
prøvet, 0.00001%, 0.08529
kirkeby, 0.00001%, 0.08530
graven, 0.00001%, 0.08531
kommunalbestyrelsen, 0.00001%, 0.08532
monster, 0.00001%, 0.08533
blik, 0.00001%, 0.08533
overdrev, 0.00001%, 0.08525
erstattes, 0.00001%, 0.08526
skarpe, 0.00001%, 0.08527
ider, 0.00001%, 0.08528
skyder, 0.00001%, 0.08529
passager, 0.00001%, 0.08530
rain, 0.00001%, 0.08531
svækket, 0.00001%, 0.08523
gemt, 0.00001%, 0.08524
profile, 0.00001%, 0.08525
tromsø, 0.00001%, 0.08526
tchad, 0.00001%, 0.08527
spillets, 0.00001%, 0.08528
petra, 0.00001%, 0.08529
ministerium, 0.00001%, 0.08530
facelift, 0.00001%, 0.08531
forhindrer, 0.00001%, 0.08523
distribution, 0.00001%, 0.08524
botanisk, 0.00001%, 0.08524
aller, 0.00001%, 0.08525
wide, 0.00001%, 0.08526
sprang, 0.00001%, 0.08527
florence, 0.00001%, 0.08528
justitsminister, 0.00001%, 0.08529
ikast, 0.00001%, 0.08530
gerning, 0.00001%, 0.08531
henriks, 0.00001%, 0.08532
bi, 0.00001%, 0.08524
samfundets, 0.00001%, 0.08525
trækkes, 0.00001%, 0.08526
articles, 0.00001%, 0.08527
def, 0.00001%, 0.08528
jury, 0.00001%, 0.08529
medført, 0.00001%, 0.08521
gyldendals, 0.00001%, 0.08522
stavet, 0.00001%, 0.08522
fortællingen, 0.00001%, 0.08523
theater, 0.00001%, 0.08524
hopkins, 0.00001%, 0.08525
joensen, 0.00001%, 0.08526
suuroy, 0.00001%, 0.08527
triple, 0.00001%, 0.08528
medaillen, 0.00001%, 0.08529
håbede, 0.00001%, 0.08521
muhammed, 0.00001%, 0.08522
fornuft, 0.00001%, 0.08523
market, 0.00001%, 0.08524
vanløse, 0.00001%, 0.08525
lindberg, 0.00001%, 0.08526
piper, 0.00001%, 0.08527
retfærdighed, 0.00001%, 0.08528
eine, 0.00001%, 0.08529
pastor, 0.00001%, 0.08530
kulturelt, 0.00001%, 0.08521
stabil, 0.00001%, 0.08522
iført, 0.00001%, 0.08523
husk, 0.00001%, 0.08524
høres, 0.00001%, 0.08525
ferie, 0.00001%, 0.08526
genoptog, 0.00001%, 0.08527
wrttemberg, 0.00001%, 0.08528
magnussen, 0.00001%, 0.08529
værelse, 0.00001%, 0.08530
sg, 0.00001%, 0.08531
upon, 0.00001%, 0.08532
fighter, 0.00001%, 0.08533
ordrup, 0.00001%, 0.08534
property, 0.00001%, 0.08535
blir, 0.00001%, 0.08526
forstad, 0.00001%, 0.08527
uklart, 0.00001%, 0.08528
adelsmand, 0.00001%, 0.08529
cliff, 0.00001%, 0.08530
res, 0.00001%, 0.08531
strengt, 0.00001%, 0.08523
animal, 0.00001%, 0.08524
once, 0.00001%, 0.08525
kfum, 0.00001%, 0.08526
facto, 0.00001%, 0.08527
skønne, 0.00001%, 0.08528
købmænd, 0.00001%, 0.08529
xbox, 0.00001%, 0.08530
scient, 0.00001%, 0.08531
hellig, 0.00001%, 0.08532
hidden, 0.00001%, 0.08532
princeton, 0.00001%, 0.08533
aria, 0.00001%, 0.08534
pittsburgh, 0.00001%, 0.08526
beskæftigelse, 0.00001%, 0.08527
manuskripter, 0.00001%, 0.08528
tilsluttede, 0.00001%, 0.08529
cv, 0.00001%, 0.08530
genoptaget, 0.00001%, 0.08531
strømmen, 0.00001%, 0.08532
lance, 0.00001%, 0.08533
savage, 0.00001%, 0.08534
orlans, 0.00001%, 0.08535
safety, 0.00001%, 0.08526
udbygning, 0.00001%, 0.08527
internt, 0.00001%, 0.08528
sørger, 0.00001%, 0.08529
kup, 0.00001%, 0.08530
holberg, 0.00001%, 0.08531
antager, 0.00001%, 0.08532
mainsnak, 0.00001%, 0.08533
understøttelse, 0.00001%, 0.08525
mus, 0.00001%, 0.08526
distribueret, 0.00001%, 0.08527
serena, 0.00001%, 0.08528
vælgere, 0.00001%, 0.08529
butterfly, 0.00001%, 0.08530
gk, 0.00001%, 0.08531
richter, 0.00001%, 0.08522
xpx, 0.00001%, 0.08523
dateres, 0.00001%, 0.08524
flyets, 0.00001%, 0.08525
anime, 0.00001%, 0.08526
generalforsamling, 0.00001%, 0.08518
specialiserede, 0.00001%, 0.08519
sid, 0.00001%, 0.08520
vestkysten, 0.00001%, 0.08521
batteri, 0.00001%, 0.08522
anerkende, 0.00001%, 0.08523
variable, 0.00001%, 0.08524
zum, 0.00001%, 0.08524
massiv, 0.00001%, 0.08516
midte, 0.00001%, 0.08517
opererer, 0.00001%, 0.08518
hang, 0.00001%, 0.08519
seksuel, 0.00001%, 0.08520
eugene, 0.00001%, 0.08521
weilbachs, 0.00001%, 0.08522
rebild, 0.00001%, 0.08523
sank, 0.00001%, 0.08524
literary, 0.00001%, 0.08525
hero, 0.00001%, 0.08526
bak, 0.00001%, 0.08517
italienerne, 0.00001%, 0.08518
hovedperson, 0.00001%, 0.08519
marstrand, 0.00001%, 0.08520
tu, 0.00001%, 0.08521
hadsten, 0.00001%, 0.08522
justitsråd, 0.00001%, 0.08523
fjerner, 0.00001%, 0.08515
svalbard, 0.00001%, 0.08516
vedr, 0.00001%, 0.08517
kristoffer, 0.00001%, 0.08518
afgik, 0.00001%, 0.08519
indspilninger, 0.00001%, 0.08519
elise, 0.00001%, 0.08520
instruktøren, 0.00001%, 0.08512
dygtige, 0.00001%, 0.08513
bemærkes, 0.00001%, 0.08514
fodboldtræner, 0.00001%, 0.08515
møre, 0.00001%, 0.08516
tomas, 0.00001%, 0.08517
sammenbrud, 0.00001%, 0.08518
willem, 0.00001%, 0.08519
charts, 0.00001%, 0.08520
dobbeltturnering, 0.00001%, 0.08521
odsherred, 0.00001%, 0.08512
hovedstadens, 0.00001%, 0.08513
heather, 0.00001%, 0.08514
opfatter, 0.00001%, 0.08515
søjler, 0.00001%, 0.08516
foreign, 0.00001%, 0.08517
pascal, 0.00001%, 0.08518
kravene, 0.00001%, 0.08519
lancaster, 0.00001%, 0.08520
vildt, 0.00001%, 0.08521
blomstringen, 0.00001%, 0.08522
legeme, 0.00001%, 0.08513
missionen, 0.00001%, 0.08514
nfl, 0.00001%, 0.08515
kategorinordmænd, 0.00001%, 0.08516
slås, 0.00001%, 0.08508
norton, 0.00001%, 0.08509
fjern, 0.00001%, 0.08510
roses, 0.00001%, 0.08511
topfart, 0.00001%, 0.08512
rider, 0.00001%, 0.08503
bologna, 0.00001%, 0.08504
biografen, 0.00001%, 0.08505
wiener, 0.00001%, 0.08506
udgøre, 0.00001%, 0.08498
forsvundne, 0.00001%, 0.08499
passerede, 0.00001%, 0.08500
ett, 0.00001%, 0.08501
fangenskab, 0.00001%, 0.08502
tilfældigt, 0.00001%, 0.08502
moritz, 0.00001%, 0.08503
duncan, 0.00001%, 0.08504
dorthe, 0.00001%, 0.08505
violinist, 0.00001%, 0.08506
sporting, 0.00001%, 0.08507
kategoritransport, 0.00001%, 0.08508
precision, 0.00001%, 0.08509
portrætteret, 0.00001%, 0.08501
kattegat, 0.00001%, 0.08502
litteraturpris, 0.00001%, 0.08503
guldet, 0.00001%, 0.08503
botaniske, 0.00001%, 0.08504
medforfatter, 0.00001%, 0.08505
agnete, 0.00001%, 0.08497
symboliserer, 0.00001%, 0.08498
donna, 0.00001%, 0.08499
alma, 0.00001%, 0.08500
youre, 0.00001%, 0.08501
curtis, 0.00001%, 0.08502
ahlefeldt, 0.00001%, 0.08503
arkæologisk, 0.00001%, 0.08494
tilværelse, 0.00001%, 0.08495
afgrænset, 0.00001%, 0.08496
involverer, 0.00001%, 0.08497
olof, 0.00001%, 0.08498
håndværkere, 0.00001%, 0.08499
ks, 0.00001%, 0.08500
biografer, 0.00001%, 0.08501
opstilling, 0.00001%, 0.08502
urter, 0.00001%, 0.08503
mans, 0.00001%, 0.08504
eleonora, 0.00001%, 0.08504
preston, 0.00001%, 0.08505
sons, 0.00001%, 0.08497
michelsen, 0.00001%, 0.08498
cirkel, 0.00001%, 0.08499
etik, 0.00001%, 0.08500
nevada, 0.00001%, 0.08501
ekstraudstyr, 0.00001%, 0.08502
mhz, 0.00001%, 0.08493
usikker, 0.00001%, 0.08494
banner, 0.00001%, 0.08495
policy, 0.00001%, 0.08496
halvkugle, 0.00001%, 0.08497
sophia, 0.00001%, 0.08498
jagerfly, 0.00001%, 0.08499
airways, 0.00001%, 0.08500
slægtninge, 0.00001%, 0.08501
styrelsen, 0.00001%, 0.08502
lægen, 0.00001%, 0.08503
kristiansand, 0.00001%, 0.08504
påvirkede, 0.00001%, 0.08495
globalt, 0.00001%, 0.08496
leveres, 0.00001%, 0.08497
udtrykt, 0.00001%, 0.08498
ubåde, 0.00001%, 0.08499
maren, 0.00001%, 0.08500
milton, 0.00001%, 0.08501
eminem, 0.00001%, 0.08502
freddie, 0.00001%, 0.08503
rica, 0.00001%, 0.08504
balduin, 0.00001%, 0.08504
entity, 0.00001%, 0.08505
kategoridokumentariske, 0.00001%, 0.08506
positioner, 0.00001%, 0.08498
kyster, 0.00001%, 0.08499
thumbdet, 0.00001%, 0.08500
besad, 0.00001%, 0.08501
regime, 0.00001%, 0.08502
valgfri, 0.00001%, 0.08503
sopran, 0.00001%, 0.08503
osaka, 0.00001%, 0.08504
ghost, 0.00001%, 0.08505
lehmann, 0.00001%, 0.08506
fremefter, 0.00001%, 0.08507
allmusic, 0.00001%, 0.08508
erklærer, 0.00001%, 0.08500
dårligere, 0.00001%, 0.08501
samtiden, 0.00001%, 0.08502
vedligeholdelse, 0.00001%, 0.08502
erfarne, 0.00001%, 0.08503
re, 0.00001%, 0.08504
ligefrem, 0.00001%, 0.08505
baltimore, 0.00001%, 0.08506
gribe, 0.00001%, 0.08498
fejre, 0.00001%, 0.08499
lagtinget, 0.00001%, 0.08500
kommunistisk, 0.00001%, 0.08501
persons, 0.00001%, 0.08501
pinyin, 0.00001%, 0.08502
gerda, 0.00001%, 0.08503
tidslinje, 0.00001%, 0.08504
windsor, 0.00001%, 0.08505
header, 0.00001%, 0.08506
kardinal, 0.00001%, 0.08498
pil, 0.00001%, 0.08499
triumf, 0.00001%, 0.08500
win, 0.00001%, 0.08500
stadt, 0.00001%, 0.08501
destroyere, 0.00001%, 0.08502
austria, 0.00001%, 0.08503
halsen, 0.00001%, 0.08495
avanceret, 0.00001%, 0.08496
gonzlez, 0.00001%, 0.08497
election, 0.00001%, 0.08498
seere, 0.00001%, 0.08498
alliancen, 0.00001%, 0.08499
busk, 0.00001%, 0.08500
berømmelse, 0.00001%, 0.08492
fravær, 0.00001%, 0.08493
chemical, 0.00001%, 0.08494
årti, 0.00001%, 0.08495
teatre, 0.00001%, 0.08496
øgruppen, 0.00001%, 0.08496
jung, 0.00001%, 0.08497
chan, 0.00001%, 0.08498
kategorikammerherrer, 0.00001%, 0.08499
perfekt, 0.00001%, 0.08491
fastsat, 0.00001%, 0.08492
samledes, 0.00001%, 0.08493
ordning, 0.00001%, 0.08494
munke, 0.00001%, 0.08494
mass, 0.00001%, 0.08495
ram, 0.00001%, 0.08496
koncerten, 0.00001%, 0.08497
syddjurs, 0.00001%, 0.08498
ophavsret, 0.00001%, 0.08490
mail, 0.00001%, 0.08491
vega, 0.00001%, 0.08492
lidelser, 0.00001%, 0.08492
spitfire, 0.00001%, 0.08493
fuldmægtig, 0.00001%, 0.08494
lennart, 0.00001%, 0.08495
keyboards, 0.00001%, 0.08496
udenrigspolitik, 0.00001%, 0.08488
herom, 0.00001%, 0.08489
mellemkrigstiden, 0.00001%, 0.08490
unik, 0.00001%, 0.08490
fi, 0.00001%, 0.08491
sporvogne, 0.00001%, 0.08492
udgår, 0.00001%, 0.08493
argentinsk, 0.00001%, 0.08494
woods, 0.00001%, 0.08495
skånske, 0.00001%, 0.08496
davidsen, 0.00001%, 0.08497
wolfsburg, 0.00001%, 0.08498
demonstrationer, 0.00001%, 0.08489
appel, 0.00001%, 0.08490
hjemmesider, 0.00001%, 0.08482
legenden, 0.00001%, 0.08483
overlæge, 0.00001%, 0.08484
toyota, 0.00001%, 0.08484
jesse, 0.00001%, 0.08485
holck, 0.00001%, 0.08486
ski, 0.00001%, 0.08487
clarence, 0.00001%, 0.08479
fanø, 0.00001%, 0.08480
organization, 0.00001%, 0.08481
nærmede, 0.00001%, 0.08481
værelser, 0.00001%, 0.08482
helsingfors, 0.00001%, 0.08483
faldne, 0.00001%, 0.08484
kategoriofficerer, 0.00001%, 0.08485
kjellerup, 0.00001%, 0.08486
stasjon, 0.00001%, 0.08487
